"port_code","period","total_number_vessels","total_tonnage_vessels","num_small_vessels","num_medium_vessels","num_large_vessels","num_verylarge_vessels","ton_small_vessels","ton_medium_vessels","ton_large_vessels","ton_verylarge_vessels"
"BEOST",105,4,12,4,NA,NA,NA,13,NA,NA,NA
"BGBOJ",105,45,852,1,44,NA,NA,3,849,NA,NA
"BGVAR",105,52,711,4,48,NA,NA,34,678,NA,NA
"CYLMS",105,167,2273,89,77,1,NA,713,1518,41,NA
"DEBRE",105,1,9,1,NA,NA,NA,9,NA,NA,NA
"DEBRV",105,621,31089,154,236,155,NA,1259,4950,11030,NA
"DECUX",105,14,121,14,NA,NA,NA,121,NA,NA,NA
"DEHAM",105,766,44691,156,293,177,NA,1309,5650,13165,NA
"DEWVN",105,113,9051,29,38,8,NA,248,760,586,NA
"DELBC",105,6,102,NA,6,NA,NA,NA,102,NA,NA
"DERSK",105,9,77,9,NA,NA,NA,77,NA,NA,NA
"DEWIS",105,1,8,1,NA,NA,NA,8,NA,NA,NA
"DKAAL",105,18,176,11,7,NA,NA,90,87,NA,NA
"DKAAR",105,136,4470,50,73,NA,NA,431,1371,NA,NA
"DKAVE",105,1,10,1,NA,NA,NA,10,NA,NA,NA
"DKCPH",105,47,458,36,11,NA,NA,298,159,NA,NA
"DKEBJ",105,5,36,5,NA,NA,NA,36,NA,NA,NA
"DKFRC",105,60,741,23,37,NA,NA,159,582,NA,NA
"DKKAL",105,19,154,15,4,NA,NA,82,73,NA,NA
"DKKOL",105,1,2,1,NA,NA,NA,2,NA,NA,NA
"DKSSV",105,1,7,1,NA,NA,NA,7,NA,NA,NA
"EETLL",105,77,1422,12,59,6,NA,119,1013,290,NA
"GRAPL",105,2,6,2,NA,NA,NA,6,NA,NA,NA
"GRKEA",105,1,144,NA,NA,NA,NA,NA,NA,NA,NA
"GRPIR",105,624,31395,106,297,129,NA,844,6681,7954,NA
"GRSKG",105,95,2069,29,47,19,NA,284,850,935,NA
"GRVOL",105,3,41,2,1,NA,NA,17,24,NA,NA
"ESAVS",105,1,7,1,NA,NA,NA,7,NA,NA,NA
"ESBIO",105,168,2011,118,48,2,NA,969,939,103,NA
"ESFRO",105,58,536,44,14,NA,NA,387,148,NA,NA
"ESGIJ",105,58,811,25,33,NA,NA,231,580,NA,NA
"ESMPG",105,13,126,13,NA,NA,NA,126,NA,NA,NA
"ESSDR",105,1,11,NA,1,NA,NA,NA,11,NA,NA
"ESVGO",105,158,2460,73,75,10,NA,653,1357,449,NA
"ESVIL",105,22,226,12,10,NA,NA,105,121,NA,NA
"ESAGP",105,29,788,12,14,3,NA,108,436,244,NA
"ESALC",105,80,648,64,16,NA,NA,474,173,NA,NA
"ESALG",105,753,38750,149,266,262,NA,1356,6748,17227,NA
"ESBCN",105,518,22292,167,182,123,NA,1484,4523,8612,NA
"ESCAD",105,171,1494,133,38,NA,NA,1066,428,NA,NA
"ESCAR",105,35,279,35,NA,NA,NA,279,NA,NA,NA
"ESCAS",105,66,840,43,23,NA,NA,360,478,NA,NA
"ESHUV",105,25,221,18,7,NA,NA,147,74,NA,NA
"ESLEI",105,21,162,21,NA,NA,NA,163,NA,NA,NA
"ESLPA",105,395,9207,243,81,70,NA,2062,1648,5353,NA
"ESPMI",105,1,10,1,NA,NA,NA,10,NA,NA,NA
"ESSCT",105,283,2940,212,68,1,NA,1752,899,51,NA
"ESSVQ",105,26,200,26,NA,NA,NA,200,NA,NA,NA
"ESTAR",105,26,641,13,7,6,NA,130,270,242,NA
"ESVLC",105,649,36659,128,195,226,NA,1217,5240,15610,NA
"ESCEU",105,12,105,10,2,NA,NA,64,42,NA,NA
"FI002",105,94,1685,9,85,NA,NA,81,1604,NA,NA
"FIHEL",105,118,1829,12,106,NA,NA,107,1722,NA,NA
"FIOUL",105,3,29,3,NA,NA,NA,29,NA,NA,NA
"FIRAU",105,45,664,11,34,NA,NA,101,563,NA,NA
"FITOR",105,2,19,2,NA,NA,NA,19,NA,NA,NA
"FIVAA",105,2,13,2,NA,NA,NA,13,NA,NA,NA
"FR001",105,383,28014,29,100,185,NA,286,2874,13212,NA
"FRBES",105,14,151,11,3,NA,NA,110,41,NA,NA
"FRBOD",105,10,100,10,NA,NA,NA,100,NA,NA,NA
"FRDKK",105,140,6395,55,42,27,NA,509,1079,1231,NA
"FRNTE",105,52,1606,12,18,22,NA,112,320,1175,NA
"FRMRS",105,235,11492,38,106,59,NA,358,2367,4055,NA
"GPPTP",105,79,2286,20,42,17,NA,190,1147,948,NA
"REPDG",105,74,2563,14,42,12,NA,84,1089,736,NA
"HRPLE",105,21,288,12,9,NA,NA,99,189,NA,NA
"HRRJK",105,65,3499,2,43,7,NA,18,940,667,NA
"IEDUB",105,212,1954,162,50,NA,NA,1332,621,NA,NA
"IEORK",105,105,1557,59,45,1,NA,479,1035,43,NA
"IEWAT",105,18,141,18,NA,NA,NA,141,NA,NA,NA
"ITAOI",105,84,1588,23,61,NA,NA,125,1464,NA,NA
"ITBRI",105,17,187,10,7,NA,NA,79,109,NA,NA
"ITCAG",105,12,407,NA,10,2,NA,NA,244,162,NA
"ITCTA",105,24,282,14,10,NA,NA,130,153,NA,NA
"ITCVV",105,38,2053,1,22,5,NA,6,469,478,NA
"ITGIT",105,350,23230,44,115,128,NA,419,2790,9604,NA
"ITGOA",105,424,21745,37,179,166,NA,302,3822,11523,NA
"ITLIV",105,166,9054,6,47,110,NA,60,1065,7606,NA
"ITMDC",105,6,102,NA,6,NA,NA,NA,102,NA,NA
"ITNAP",105,116,5139,7,55,49,NA,70,1193,3337,NA
"ITPMO",105,9,124,6,3,NA,NA,60,64,NA,NA
"ITPZL",105,6,78,2,4,NA,NA,20,58,NA,NA
"ITRAN",105,121,2133,30,91,NA,NA,191,1941,NA,NA
"ITSAL",105,188,3968,49,112,27,NA,436,2070,1461,NA
"ITSPE",105,205,12106,19,86,60,NA,179,2059,4743,NA
"ITSVN",105,111,3803,11,79,6,NA,98,1622,316,NA
"ITTAR",105,17,245,4,13,NA,NA,29,217,NA,NA
"ITTPS",105,10,92,7,3,NA,NA,56,36,NA,NA
"ITTRS",105,164,5111,54,86,10,NA,351,1877,853,NA
"ITVCE",105,176,3243,46,130,NA,NA,318,2926,NA,NA
"LTKLJ",105,237,5458,57,158,16,NA,467,3093,1236,NA
"LVRIX",105,112,2231,14,93,5,NA,120,1869,242,NA
"MEBAR",105,22,344,8,14,NA,NA,68,276,NA,NA
"MTMAR",105,342,21395,42,117,113,NA,372,2882,8503,NA
"MTMLA",105,109,3242,2,94,9,NA,20,2087,571,NA
"NLAMS",105,72,337,72,NA,NA,NA,338,NA,NA,NA
"NLMOE",105,225,1241,215,10,NA,NA,1125,117,NA,NA
"NLRTM",105,1518,72297,581,439,267,NA,4465,8475,19699,NA
"NLZSP",105,43,1007,11,23,9,NA,102,483,422,NA
"NO888",105,47,341,47,NA,NA,NA,341,NA,NA,NA
"NOAES",105,96,705,96,NA,NA,NA,704,NA,NA,NA
"NOBGO",105,69,430,69,NA,NA,NA,430,NA,NA,NA
"NOBNN",105,3,7,3,NA,NA,NA,7,NA,NA,NA
"NOBOO",105,6,14,6,NA,NA,NA,14,NA,NA,NA
"NODRM",105,22,164,22,NA,NA,NA,164,NA,NA,NA
"NOEGE",105,11,107,11,NA,NA,NA,107,NA,NA,NA
"NOFRK",105,31,249,31,NA,NA,NA,249,NA,NA,NA
"NOFRO",105,39,202,39,NA,NA,NA,202,NA,NA,NA
"NOGVL",105,56,559,34,22,NA,NA,275,284,NA,NA
"NOHAU",105,9,39,9,NA,NA,NA,39,NA,NA,NA
"NOHFT",105,1,2,1,NA,NA,NA,2,NA,NA,NA
"NOHRD",105,7,24,7,NA,NA,NA,24,NA,NA,NA
"NOKRS",105,49,443,41,8,NA,NA,322,121,NA,NA
"NOKSU",105,24,198,24,NA,NA,NA,198,NA,NA,NA
"NOKVD",105,1,5,1,NA,NA,NA,5,NA,NA,NA
"NOLAR",105,51,443,40,11,NA,NA,287,156,NA,NA
"NOMAY",105,39,312,39,NA,NA,NA,312,NA,NA,NA
"NOMJF",105,13,31,13,NA,NA,NA,31,NA,NA,NA
"NOMOL",105,3,13,3,NA,NA,NA,13,NA,NA,NA
"NOMQN",105,19,145,19,NA,NA,NA,145,NA,NA,NA
"NOMSS",105,60,474,55,5,NA,NA,415,58,NA,NA
"NOOSL",105,130,1151,103,27,NA,NA,792,360,NA,NA
"NOSAU",105,1,5,1,NA,NA,NA,5,NA,NA,NA
"NOSVE",105,27,252,27,NA,NA,NA,253,NA,NA,NA
"NOSVG",105,53,404,53,NA,NA,NA,404,NA,NA,NA
"NOTOS",105,9,22,9,NA,NA,NA,22,NA,NA,NA
"NOTRD",105,60,415,60,NA,NA,NA,415,NA,NA,NA
"PLGDN",105,132,7600,21,83,1,NA,189,1931,94,NA
"PLGDY",105,233,4565,89,123,16,NA,751,1996,1269,NA
"PLSZZ",105,24,195,24,NA,NA,NA,195,NA,NA,NA
"PTCDP",105,15,82,15,NA,NA,NA,82,NA,NA,NA
"PTCNL",105,46,323,46,NA,NA,NA,323,NA,NA,NA
"PTFDF",105,10,59,10,NA,NA,NA,59,NA,NA,NA
"PTHOR",105,12,82,12,NA,NA,NA,81,NA,NA,NA
"PTLAJ",105,4,19,4,NA,NA,NA,19,NA,NA,NA
"PTLEI",105,257,2744,154,103,NA,NA,1306,1437,NA,NA
"PTLIS",105,163,2136,105,46,11,NA,787,657,581,NA
"PTPDL",105,80,484,79,1,NA,NA,453,32,NA,NA
"PTPRG",105,7,33,7,NA,NA,NA,33,NA,NA,NA
"PTPRM",105,1,96,NA,NA,1,NA,NA,NA,96,NA
"PTPRV",105,44,266,44,NA,NA,NA,266,NA,NA,NA
"PTPXO",105,14,94,14,NA,NA,NA,94,NA,NA,NA
"PTSET",105,108,1167,69,38,1,NA,600,525,43,NA
"PTSIE",105,224,16139,34,28,112,NA,319,718,7993,NA
"PTVDC",105,2,15,2,NA,NA,NA,15,NA,NA,NA
"PTVDP",105,6,27,6,NA,NA,NA,27,NA,NA,NA
"PTVEL",105,13,79,13,NA,NA,NA,79,NA,NA,NA
"ROCND",105,250,5978,75,148,23,NA,326,3724,1517,NA
"SEAHU",105,3,29,3,NA,NA,NA,29,NA,NA,NA
"SEGVX",105,40,543,17,23,NA,NA,158,385,NA,NA
"SEHAN",105,1,14,NA,1,NA,NA,NA,14,NA,NA
"SEHEL",105,112,1289,78,34,NA,NA,638,652,NA,NA
"SENRK",105,41,549,12,29,NA,NA,110,440,NA,NA
"SESDL",105,1,8,1,NA,NA,NA,8,NA,NA,NA
"SESOE",105,1,5,1,NA,NA,NA,5,NA,NA,NA
"SESTO",105,28,257,17,11,NA,NA,116,141,NA,NA
"SEGOT",105,122,4684,31,70,7,NA,248,1022,532,NA
"SEHAD",105,25,254,14,11,NA,NA,138,116,NA,NA
"SEVAG",105,11,97,11,NA,NA,NA,97,NA,NA,NA
"SE88D",105,1,14,NA,1,NA,NA,NA,14,NA,NA
"SIKOP",105,139,5273,17,94,14,NA,165,2110,971,NA
"TRSSX",105,32,238,26,6,NA,NA,145,93,NA,NA
"TRALI",105,450,13727,84,258,97,NA,724,5779,5779,NA
"TRAMB",105,559,17260,107,335,93,NA,893,6720,5925,NA
"TRAYT",105,26,571,4,22,NA,NA,40,531,NA,NA
"TRBDM",105,1,2,1,NA,NA,NA,2,NA,NA,NA
"TRGEM",105,323,8395,59,205,59,NA,512,4421,3463,NA
"TRISK",105,100,2964,19,61,19,NA,159,1426,1271,NA
"TRIST",105,11,206,1,10,NA,NA,10,195,NA,NA
"TRIZM",105,94,2380,5,69,20,NA,46,1336,997,NA
"TRIZT",105,472,16494,84,246,119,NA,721,5131,6980,NA
"TRMER",105,322,9927,58,196,56,NA,491,4273,3534,NA
"TRTEK",105,213,8641,20,118,63,NA,193,2477,3670,NA
"TRYAL",105,1,54,NA,NA,1,NA,NA,NA,54,NA
"TR888",105,1,2,1,NA,NA,NA,2,NA,NA,NA
"BE003",106,1182,71168,190,376,414,NA,1435,9135,28001,NA
"BEGNE",106,26,76,26,NA,NA,NA,76,NA,NA,NA
"BEOST",106,14,45,14,NA,NA,NA,44,NA,NA,NA
"BGBOJ",106,49,913,1,48,NA,NA,10,903,NA,NA
"BGVAR",106,53,806,NA,53,NA,NA,NA,805,NA,NA
"CYLMS",106,179,3023,86,81,12,NA,679,1810,533,NA
"CYZYY",106,2,25,1,1,NA,NA,7,18,NA,NA
"DEBRV",106,664,34416,125,273,179,NA,1038,5636,12464,NA
"DECUX",106,12,106,12,NA,NA,NA,106,NA,NA,NA
"DEHAM",106,814,47037,178,297,189,NA,1515,5634,13921,NA
"DEWVN",106,113,10927,15,43,9,NA,137,773,710,NA
"DELBC",106,4,39,4,NA,NA,NA,39,NA,NA,NA
"DERSK",106,2,16,2,NA,NA,NA,15,NA,NA,NA
"DEWIS",106,1,8,1,NA,NA,NA,8,NA,NA,NA
"DKAAL",106,25,227,21,4,NA,NA,177,50,NA,NA
"DKAAR",106,149,4514,65,71,NA,NA,567,1297,NA,NA
"DKCPH",106,55,566,38,17,NA,NA,307,259,NA,NA
"DKEBJ",106,7,50,7,NA,NA,NA,50,NA,NA,NA
"DKFRC",106,62,698,27,35,NA,NA,190,507,NA,NA
"DKKAL",106,17,131,11,6,NA,NA,56,75,NA,NA
"EETLL",106,87,1631,17,63,7,NA,168,1124,340,NA
"GRFOL",106,1,6,1,NA,NA,NA,6,NA,NA,NA
"GRHER",106,1,9,1,NA,NA,NA,9,NA,NA,NA
"GRMLO",106,1,15,NA,1,NA,NA,NA,15,NA,NA
"GRPIR",106,698,37512,115,318,148,NA,889,7171,9343,NA
"GRSKG",106,112,2632,33,55,24,NA,307,1135,1190,NA
"GRVOL",106,5,44,5,NA,NA,NA,44,NA,NA,NA
"ESBIO",106,182,2440,121,59,2,NA,1009,1321,108,NA
"ESFRO",106,58,505,56,2,NA,NA,485,21,NA,NA
"ESGIJ",106,61,1071,27,34,NA,NA,258,813,NA,NA
"ESMPG",106,15,162,13,2,NA,NA,129,33,NA,NA
"ESSDR",106,16,170,6,10,NA,NA,50,119,NA,NA
"ESVGO",106,177,2854,93,73,11,NA,825,1560,468,NA
"ESVIL",106,27,298,7,20,NA,NA,62,237,NA,NA
"ESAGP",106,31,879,13,12,6,NA,94,365,420,NA
"ESALC",106,80,664,64,16,NA,NA,488,176,NA,NA
"ESALG",106,843,43455,206,266,273,NA,1912,6729,17560,NA
"ESBCN",106,564,26066,176,173,157,NA,1539,4276,10748,NA
"ESCAD",106,178,1537,147,31,NA,NA,1205,331,NA,NA
"ESCAR",106,38,306,36,2,NA,NA,285,22,NA,NA
"ESCAS",106,80,936,58,22,NA,NA,473,462,NA,NA
"ESHUV",106,30,477,27,2,NA,NA,236,21,NA,NA
"ESLEI",106,22,199,21,1,NA,NA,164,35,NA,NA
"ESLPA",106,418,10076,261,85,59,NA,2250,1763,4563,NA
"ESSCT",106,283,2616,230,52,1,NA,1943,621,52,NA
"ESSVQ",106,26,200,26,NA,NA,NA,200,NA,NA,NA
"ESTAR",106,23,530,13,6,4,NA,130,239,161,NA
"ESVLC",106,719,39393,175,187,258,NA,1568,4944,18050,NA
"ESCEU",106,15,119,14,1,NA,NA,94,24,NA,NA
"FI002",106,101,1876,4,97,NA,NA,32,1844,NA,NA
"FIHEL",106,130,2053,15,115,NA,NA,149,1904,NA,NA
"FIINK",106,2,5,2,NA,NA,NA,5,NA,NA,NA
"FIKOK",106,1,10,1,NA,NA,NA,10,NA,NA,NA
"FIOUL",106,4,25,4,NA,NA,NA,25,NA,NA,NA
"FIRAA",106,3,20,3,NA,NA,NA,20,NA,NA,NA
"FIRAU",106,60,837,10,50,NA,NA,81,757,NA,NA
"FITOR",106,4,25,4,NA,NA,NA,25,NA,NA,NA
"FIUKI",106,1,2,1,NA,NA,NA,2,NA,NA,NA
"FIVAA",106,3,20,3,NA,NA,NA,20,NA,NA,NA
"FR001",106,440,33508,21,120,198,NA,203,3209,13890,NA
"FRBES",106,17,208,8,9,NA,NA,79,129,NA,NA
"FRBOD",106,11,108,11,NA,NA,NA,108,NA,NA,NA
"FRDKK",106,136,6384,54,38,27,NA,475,1019,1242,NA
"FRNTE",106,52,1366,17,17,18,NA,151,405,810,NA
"FRMRS",106,265,14294,38,113,67,NA,350,2454,4585,NA
"GPPTP",106,75,2439,12,41,22,NA,94,1099,1246,NA
"REPDG",106,90,3182,18,50,15,NA,144,1300,972,NA
"HRPLE",106,21,322,11,10,NA,NA,90,232,NA,NA
"HRRJK",106,68,3662,4,43,7,NA,36,1042,567,NA
"IEDUB",106,223,2046,173,50,NA,NA,1418,628,NA,NA
"IEORK",106,118,1764,57,61,NA,NA,460,1303,NA,NA
"IEWAT",106,24,188,24,NA,NA,NA,188,NA,NA,NA
"IT888",106,2,62,1,NA,1,NA,10,NA,52,NA
"ITAOI",106,100,2055,27,73,NA,NA,170,1886,NA,NA
"ITAUG",106,2,87,NA,1,1,NA,NA,35,52,NA
"ITBRI",106,17,221,9,8,NA,NA,76,146,NA,NA
"ITCAG",106,9,201,3,6,NA,NA,30,171,NA,NA
"ITCTA",106,32,337,26,6,NA,NA,237,99,NA,NA
"ITCVV",106,52,2628,NA,28,15,NA,NA,634,997,NA
"ITGIT",106,390,27030,37,133,139,NA,368,3404,10369,NA
"ITGOA",106,494,27428,35,190,197,NA,282,3977,13162,NA
"ITLIV",106,204,11030,27,36,137,NA,249,938,9417,NA
"ITMDC",106,9,155,NA,9,NA,NA,NA,155,NA,NA
"ITNAP",106,150,6768,24,56,59,NA,208,1352,3920,NA
"ITOLB",106,4,186,NA,NA,4,NA,NA,NA,186,NA
"ITPMO",106,28,1098,3,5,20,NA,30,140,928,NA
"ITPTO",106,1,46,NA,NA,1,NA,NA,NA,46,NA
"ITPZL",106,6,74,3,3,NA,NA,30,44,NA,NA
"ITRAN",106,128,2055,46,82,NA,NA,309,1746,NA,NA
"ITSAL",106,198,4775,46,116,34,NA,438,2254,1835,NA
"ITSPE",106,236,15157,24,78,84,NA,221,1815,6504,NA
"ITSVN",106,126,3977,12,90,10,NA,108,1742,523,NA
"ITTAR",106,19,263,7,12,NA,NA,43,219,NA,NA
"ITTPS",106,6,60,6,NA,NA,NA,60,NA,NA,NA
"ITTRS",106,168,5265,58,85,10,NA,385,1914,790,NA
"ITVCE",106,168,3324,44,124,NA,NA,312,3012,NA,NA
"LTKLJ",106,263,6572,48,181,28,NA,393,3453,1946,NA
"LVRIX",106,110,2293,13,87,10,NA,109,1702,483,NA
"MEBAR",106,27,559,6,19,2,NA,47,380,131,NA
"MEKOT",106,27,2098,1,4,14,NA,5,59,957,NA
"MTMAR",106,362,23704,60,104,115,NA,532,2753,8475,NA
"MTMLA",106,82,2074,NA,80,2,NA,NA,1939,135,NA
"NLAMS",106,66,290,66,NA,NA,NA,291,NA,NA,NA
"NLMOE",106,211,1211,199,12,NA,NA,1071,140,NA,NA
"NLRTM",106,1607,78721,625,446,279,NA,4770,8480,20542,NA
"NLZSP",106,31,475,13,17,1,NA,104,319,52,NA
"NO888",106,67,552,67,NA,NA,NA,551,NA,NA,NA
"NOAES",106,103,788,103,NA,NA,NA,788,NA,NA,NA
"NOBGO",106,84,667,82,2,NA,NA,647,21,NA,NA
"NOBNN",106,1,5,1,NA,NA,NA,5,NA,NA,NA
"NOBOO",106,7,17,7,NA,NA,NA,17,NA,NA,NA
"NODRM",106,19,143,19,NA,NA,NA,143,NA,NA,NA
"NOEGE",106,13,112,13,NA,NA,NA,113,NA,NA,NA
"NOFRK",106,34,269,31,3,NA,NA,234,36,NA,NA
"NOFRO",106,29,176,29,NA,NA,NA,176,NA,NA,NA
"NOGVL",106,59,607,46,13,NA,NA,361,247,NA,NA
"NOHAU",106,5,31,5,NA,NA,NA,31,NA,NA,NA
"NOHRD",106,9,22,9,NA,NA,NA,22,NA,NA,NA
"NOKRS",106,46,405,39,7,NA,NA,296,109,NA,NA
"NOKSU",106,22,192,22,NA,NA,NA,192,NA,NA,NA
"NOLAR",106,53,394,53,NA,NA,NA,394,NA,NA,NA
"NOMAY",106,43,357,43,NA,NA,NA,357,NA,NA,NA
"NOMJF",106,13,34,13,NA,NA,NA,34,NA,NA,NA
"NOMOL",106,4,22,4,NA,NA,NA,22,NA,NA,NA
"NOMQN",106,20,148,20,NA,NA,NA,148,NA,NA,NA
"NOMSS",106,63,464,55,8,NA,NA,371,93,NA,NA
"NOOSL",106,137,1178,115,22,NA,NA,887,291,NA,NA
"NOSAU",106,1,5,1,NA,NA,NA,5,NA,NA,NA
"NOSVE",106,35,337,35,NA,NA,NA,337,NA,NA,NA
"NOSVG",106,67,582,67,NA,NA,NA,582,NA,NA,NA
"NOTOS",106,9,22,9,NA,NA,NA,22,NA,NA,NA
"NOTRD",106,65,471,65,NA,NA,NA,472,NA,NA,NA
"PLGDN",106,182,8527,42,108,2,NA,370,2338,149,NA
"PLGDY",106,204,4232,77,105,17,NA,646,1670,1332,NA
"PLSZZ",106,38,455,20,17,1,NA,163,206,87,NA
"PTAVE",106,6,56,1,5,NA,NA,4,52,NA,NA
"PTCDP",106,17,91,17,NA,NA,NA,91,NA,NA,NA
"PTCNL",106,45,335,45,NA,NA,NA,334,NA,NA,NA
"PTFDF",106,12,71,12,NA,NA,NA,71,NA,NA,NA
"PTHOR",106,15,99,15,NA,NA,NA,100,NA,NA,NA
"PTLAJ",106,6,16,6,NA,NA,NA,16,NA,NA,NA
"PTLEI",106,288,3152,179,109,NA,NA,1502,1649,NA,NA
"PTLIS",106,197,2929,116,61,20,NA,861,948,1119,NA
"PTPDL",106,96,539,96,NA,NA,NA,539,NA,NA,NA
"PTPRG",106,6,34,6,NA,NA,NA,34,NA,NA,NA
"PTPRV",106,54,342,53,1,NA,NA,314,28,NA,NA
"PTPXO",106,6,46,6,NA,NA,NA,46,NA,NA,NA
"PTSET",106,132,1550,85,44,3,NA,729,628,194,NA
"PTSIE",106,229,17352,32,22,130,NA,310,668,9626,NA
"PTVDC",106,1,17,NA,1,NA,NA,NA,17,NA,NA
"PTVDP",106,7,31,7,NA,NA,NA,31,NA,NA,NA
"PTVEL",106,14,71,14,NA,NA,NA,71,NA,NA,NA
"ROCND",106,242,6213,59,163,18,NA,340,4255,1412,NA
"SEAHU",106,11,78,11,NA,NA,NA,77,NA,NA,NA
"SEGVX",106,43,677,14,29,NA,NA,133,545,NA,NA
"SEHEL",106,115,1322,76,39,NA,NA,647,675,NA,NA
"SENRK",106,44,741,8,36,NA,NA,75,666,NA,NA
"SEOER",106,1,14,NA,1,NA,NA,NA,14,NA,NA
"SESOE",106,5,19,5,NA,NA,NA,19,NA,NA,NA
"SESTO",106,17,210,5,12,NA,NA,36,174,NA,NA
"SEGOT",106,135,4476,47,68,7,NA,381,988,456,NA
"SEHAD",106,28,316,10,18,NA,NA,98,217,NA,NA
"SE88D",106,1,25,NA,1,NA,NA,NA,25,NA,NA
"SIKOP",106,149,5709,19,100,15,NA,182,2263,1099,NA
"TRSSX",106,10,133,3,7,NA,NA,25,108,NA,NA
"TRZON",106,1,2,1,NA,NA,NA,2,NA,NA,NA
"TRALI",106,490,14819,102,278,94,NA,842,6278,5671,NA
"TRAMB",106,621,18909,122,375,97,NA,967,7547,6137,NA
"TRAYT",106,33,751,NA,33,NA,NA,NA,751,NA,NA
"TRGEM",106,357,8855,85,212,60,NA,709,4408,3738,NA
"TRISK",106,171,5178,18,115,36,NA,165,2381,2417,NA
"TRIST",106,10,147,4,6,NA,NA,30,118,NA,NA
"TRIZM",106,95,2384,13,61,21,NA,114,1125,1145,NA
"TRIZT",106,571,18957,137,281,126,NA,1126,6005,7561,NA
"TRMER",106,241,8138,47,140,39,NA,387,3238,2621,NA
"TRTAS",106,1,10,NA,1,NA,NA,NA,10,NA,NA
"TRTEK",106,238,9834,33,122,69,NA,302,2816,4149,NA
"BE003",107,1215,74778,188,397,408,NA,1444,9390,27332,NA
"BEGNE",107,26,76,26,NA,NA,NA,76,NA,NA,NA
"BEOST",107,14,49,14,NA,NA,NA,49,NA,NA,NA
"BGBOJ",107,49,1050,1,48,NA,NA,10,1039,NA,NA
"BGVAR",107,61,970,7,54,NA,NA,44,927,NA,NA
"CYLMS",107,187,2799,95,87,5,NA,763,1814,222,NA
"CYZYY",107,1,3,1,NA,NA,NA,3,NA,NA,NA
"DEBRV",107,653,33528,142,243,178,NA,1127,4991,11928,NA
"DECUX",107,13,115,13,NA,NA,NA,115,NA,NA,NA
"DEHAM",107,811,47908,181,278,195,NA,1417,5351,14066,NA
"DEWVN",107,102,9886,23,35,2,NA,225,714,139,NA
"DELBC",107,7,68,7,NA,NA,NA,68,NA,NA,NA
"DERSK",107,2,20,1,1,NA,NA,3,17,NA,NA
"DKAAL",107,20,181,14,6,NA,NA,106,75,NA,NA
"DKAAR",107,152,4482,67,72,NA,NA,546,1287,NA,NA
"DKCPH",107,56,577,39,17,NA,NA,320,257,NA,NA
"DKEBJ",107,8,58,8,NA,NA,NA,58,NA,NA,NA
"DKFRC",107,70,756,35,35,NA,NA,266,490,NA,NA
"DKKAL",107,15,79,13,2,NA,NA,58,21,NA,NA
"DKKOL",107,1,2,1,NA,NA,NA,2,NA,NA,NA
"EETLL",107,95,1576,18,70,7,NA,173,1080,324,NA
"GRPIR",107,724,39114,129,322,150,NA,1020,7271,9238,NA
"GRSKG",107,122,2874,26,69,27,NA,242,1236,1396,NA
"GRVOL",107,1,9,1,NA,NA,NA,9,NA,NA,NA
"ESBIO",107,186,2353,129,55,2,NA,1093,1151,108,NA
"ESFRO",107,44,372,44,NA,NA,NA,371,NA,NA,NA
"ESGIJ",107,65,1083,27,38,NA,NA,263,820,NA,NA
"ESLCG",107,1,6,1,NA,NA,NA,6,NA,NA,NA
"ESMPG",107,17,189,14,3,NA,NA,134,55,NA,NA
"ESSDR",107,14,146,8,6,NA,NA,71,75,NA,NA
"ESVGO",107,195,3023,99,86,10,NA,841,1759,422,NA
"ESVIL",107,27,295,13,14,NA,NA,117,178,NA,NA
"ESAGP",107,25,477,12,13,NA,NA,88,390,NA,NA
"ESALC",107,100,866,85,15,NA,NA,683,184,NA,NA
"ESALG",107,857,44363,205,273,278,NA,1814,6739,18165,NA
"ESBCN",107,590,27070,179,188,162,NA,1487,4794,10768,NA
"ESCAD",107,183,1604,148,35,NA,NA,1230,374,NA,NA
"ESCAR",107,56,506,48,8,NA,NA,418,88,NA,NA
"ESCAS",107,75,1047,45,28,2,NA,393,559,95,NA
"ESHUV",107,41,375,39,2,NA,NA,344,30,NA,NA
"ESLEI",107,26,216,26,NA,NA,NA,217,NA,NA,NA
"ESLPA",107,428,10567,271,82,54,NA,2400,1679,4055,NA
"ESSCT",107,282,2649,222,60,NA,NA,1899,750,NA,NA
"ESSVQ",107,26,200,26,NA,NA,NA,200,NA,NA,NA
"ESTAR",107,6,133,4,NA,2,NA,40,NA,93,NA
"ESVLC",107,721,40168,154,197,274,NA,1308,5324,18922,NA
"ESCEU",107,11,98,9,2,NA,NA,64,34,NA,NA
"FI002",107,109,1888,3,106,NA,NA,17,1872,NA,NA
"FIHEL",107,125,1973,4,121,NA,NA,40,1933,NA,NA
"FIOUL",107,1,4,1,NA,NA,NA,4,NA,NA,NA
"FIPOR",107,2,9,2,NA,NA,NA,10,NA,NA,NA
"FIRAU",107,52,801,1,51,NA,NA,4,797,NA,NA
"FITOR",107,1,4,1,NA,NA,NA,4,NA,NA,NA
"FIVAA",107,1,7,1,NA,NA,NA,7,NA,NA,NA
"FR001",107,451,34953,26,114,200,NA,254,3145,13974,NA
"FRBES",107,15,204,5,10,NA,NA,49,155,NA,NA
"FRBOD",107,12,120,12,NA,NA,NA,120,NA,NA,NA
